trigram,frekuensi
"('hanafiah', 'dkk', '2017')",1
"('dkk', '2017', 'penelitian')",1
"('signifikan', 'bidang', 'riset')",1
"('bidang', 'riset', 'nlp')",1
"('riset', 'nlp', 'berkembang')",1
"('nlp', 'berkembang', 'pesat')",1
"('penemuan', 'arsitektur', 'transformer')",1
"('arsitektur', 'transformer', 'vaswani')",1
"('transformer', 'vaswani', 'dkk')",1
"('vaswani', 'dkk', '2017')",1
"('dkk', '2017', 'pemanfaatan')",1
"('2017', 'pemanfaatan', 'arsitektur')",1
"('tugas', 'nlp', 'gillioz')",1
"('nlp', 'gillioz', 'dkk')",1
"('gillioz', 'dkk', '2020')",1
"('generator', 'madaan', 'dkk')",1
"('madaan', 'dkk', '2020')",1
"('kekurangannya', 'pendekatan', 'tagger')",1
"('pendekatan', 'tagger', 'generator')",1
"('menangani', 'kesalahan', 'penulisan')",1
"('kesalahan', 'penulisan', 'typo')",1
"('mengembangkan', 'model', 'nlp')",1
"('makna', 'banitz', '2020')",1
"('peneliti', 'mengusulkan', 'metode')",1
"('mengusulkan', 'metode', 'normalisasi')",1
"('metode', 'normalisasi', 'bahasa')",1
"('keperluan', 'machine', 'translation')",1
"('machine', 'translation', 'pendekatan')",1
"('memiliki', 'akurasi', 'prediksi')",1
"('dkk', '2020', 'perbedaan')",1
"('2020', 'perbedaan', 'penelitian')",1
"('model', 'gpt2', 'default')",1
"('pelatihan', 'model', 'deep')",1
"('model', 'deep', 'learning')",1
"('perkembangan', 'pemrosesan', 'bahasa')",1
"('berbahasa', 'indonesia', '2')",1
"('normalisasi', 'bahasa', 'detil')",1
"('alir', 'penelitian', 'dataset')",1
"('menghasilkan', 'dictionary', 'berisi')",1
"('dictionary', 'berisi', 'embedding')",1
"('data', 'teks', 'muhammad')",1
"('teks', 'muhammad', 'rizal')",1
"('bahasa', 'informal', '1011')",1
"('prediksi', 'sesuai', 'tugas')",1
"('sesuai', 'tugas', 'normalisasi')",1
"('21', 'dataset', 'dataset')",1
"('penelitian', 'stif', 'indonesia')",1
"('stif', 'indonesia', 'wibowo')",1
"('pasangan', 'kalimat', 'non')",1
"('kalimat', 'non', 'baku')",1
"('1922', 'baris', 'data')",1
"('214', 'baris', 'data')",1
"('baris', 'data', 'uji')",1
"('data', 'uji', 'data')",1
"('memasuki', 'tahap', 'preprocessing')",1
"('case', 'folding', 'masking')",1
"('text', 'transformation', '22')",1
"('transformation', '22', 'prapemrosesan')",1
"('22', 'prapemrosesan', 'data')",1
"('memasuki', 'model', 'data')",1
"('melewati', 'proses', 'preprocessing')",1
"('menyesuaikan', 'struktur', 'masukan')",1
"('model', 'bahasa', 'informal')",1
"('bahasa', 'informal', 'dikonversi')",1
"('embedding', 'memiliki', 'attention')",1
"('memiliki', 'attention', 'mask')",1
"('berisi', 'bilangan', 'biner')",1
"('input', 'attention', 'mask')",1
"('label', '23', 'model')",1
"('23', 'model', 'penelitian')",1
"('pretrained', 'model', 'gpt2')",1
"('model', 'gpt2', 'small')",1
"('keperluan', 'text', 'generation')",1
"('masukan', 'informal', 'arsitektur')",1
"('informal', 'arsitektur', 'gpt2')",1
"('gambar', '2', 'arsitektur')",1
"('2', 'arsitektur', 'gpt2')",1
"('arsitektur', 'gpt2', 'model')",1
"('gelu', 'gaussian', 'error')",1
"('gaussian', 'error', 'linear')",1
"('error', 'linear', 'unit')",1
"('bahasa', 'alami', 'fungsi')",1
"('alami', 'fungsi', 'gelu')",1
"('fungsi', 'gelu', 'new')",1
"('pengali', 'skala', '05')",1
"('mendekati', 'rentang', '0')",1
"('rentang', '0', '1')",1
"('0', '1', 'dibandingkan')",1
"('bahasa', 'alami', 'gelu')",1
"('alami', 'gelu', 'new')",1
"('x', '0044715', 'x3')",1
"('melewati', 'fungsi', 'tanh')",1
"('implementasi', 'perangkat', 'keras')",1
"('perangkat', 'keras', 'persamaan')",1
"('keras', 'persamaan', '1')",1
"('fungsi', 'aktivasi', '1')",1
"('aktivasi', '1', '2')",1
"('1', '2', '0044731')",1
"('2', '0044731', '24')",1
"('0044731', '24', 'finetuning')",1
"('24', 'finetuning', 'gpt2')",1
"('finetuning', 'gpt2', 'finetuning')",1
"('mengarahkan', 'prediksi', 'model')",1
"('pasangan', 'kalimat', 'informal')",1
"('masukan', 'kalimat', 'informal')",1
"('mengeluarkan', 'bentuk', 'formal')",1
"('finetuning', 'model', 'diawali')",1
"('model', 'tokenizer', 'optimizerdropout')",1
"('epoch', 'berisi', 'perulangan')",1
"('data', 'latih', 'perulangan')",1
"('perhitungan', 'evaluasi', 'metrik')",1
"('penyesuaian', 'nilai', 'learning')",1
"('proses', 'pelatihan', 'model')",1
"('prediksi', 'sesuai', 'input')",1
"('menghitung', 'nilai', 'loss')",1
"('menghitung', 'nilai', 'gradien')",1
"('model', 'memasuki', 'proses')",1
"('memasuki', 'proses', 'validasi')",1
"('memperoleh', 'nilai', 'validation')",1
"('model', 'memiliki', '1012')",1
"('memiliki', '1012', 'jurnal')",1
"('1012', 'jurnal', 'teknologi')",1
"('hlm', '10091016', 'nilai')",1
"('10091016', 'nilai', 'validation')",1
"('nilai', 'validation', 'accuracy')",1
"('memperoleh', 'nilai', 'metrik')",1
"('epoch', 'nilai', 'metrik')",1
"('proses', 'pembaruan', 'learning')",1
"('learning', 'rate', 'pembaruan')",1
"('rate', 'pembaruan', 'learning')",1
"('bahasa', 'indonesia', 'keluaran')",1
"('diperbarui', 'sesuai', 'tugas')",1
"('finetuning', 'model', '3')",1
"('model', '3', 'pengujian')",1
"('learning', 'rate', 'dropout')",1
"('rate', 'dropout', 'rate')",1
"('batch', 'size', 'proses')",1
"('size', 'proses', 'pelatihan')",1
"('performa', 'model', 'gpt2')",1
"('ke5', 'wibowo', 'dkk')",1
"('dkk', '2020', 'nilai')",1
"('learning', 'rate', 'dr')",1
"('batch', 'size', 'contoh')",1
"('size', 'contoh', 'hasil')",1
"('contoh', 'hasil', 'pengujian')",1
"('bahasa', 'indonesia', 'informal')",1
"('ponsel', 'tabel', '31')",1
"('truth', 'output', '1')",1
"('output', '1', 'min')",1
"('1', 'min', 'tolong')",1
"('min', 'tolong', 'respon')",1
"('tolong', 'respon', 'kelanjutan')",1
"('respon', 'kelanjutan', 'keluhan')",1
"('beli', 'pulsa', 'ko')",1
"('masuk', '3', 'pembelian')",1
"('3', 'pembelian', 'paket')",1
"('ya', 'min', 'pembelian')",1
"('min', 'pembelian', 'paket')",1
"('ya', 'admin', '4')",1
"('pengiriman', 'ya', 'min')",1
"('pengiriman', 'ya', 'admin')",1
"('pengiriman', 'admin', 'case')",1
"('admin', 'case', 'input')",1
"('truth', 'output', '5')",1
"('jg', 'aneh', 'sinyalnya')",1
"('aneh', 'sinyalnya', 'gambar')",1
"('sinyalnya', 'gambar', '3')",1
"('gambar', '3', 'perubahan')",1
"('3', 'perubahan', 'validation')",1
"('jenis', 'optimizer', '31')",1
"('optimizer', '31', 'pengujian')",1
"('jenis', 'optimizer', 'pengujian')",1
"('memperoleh', 'jenis', 'optimizer')",1
"('diterapkan', 'adaptive', 'learning')",1
"('adaptive', 'learning', 'rate')",1
"('akurat', 'gambar', '3')",1
"('adam', 'optimizer', 'menghasilkan')",1
"('optimizer', 'menghasilkan', 'nilai')",1
"('percobaan', 'validation', 'loss')",1
"('proses', 'pelatihan', '2')",1
"('pelatihan', '2', 'konvergensi')",1
"('percobaan', 'adam', 'optimizer')",1
"('adam', 'optimizer', 'cenderung')",1
"('optimizer', 'cenderung', 'mencapai')",1
"('cenderung', 'mencapai', 'konvergensi')",1
"('efisien', '3', 'perbedaan')",1
"('3', 'perbedaan', 'tingkat')",1
"('perbedaan', 'tingkat', 'akurasi')",1
"('tingkat', 'akurasi', 'prediksi')",1
"('selisih', 'tingkat', 'akurasi')",1
"('tingkat', 'akurasi', 'cenderung')",1
"('akurasi', 'cenderung', 'meningkat')",1
"('cenderung', 'meningkat', 'seiring')",1
"('meningkat', 'seiring', 'bertambahnya')",1
"('seiring', 'bertambahnya', 'nilai')",1
"('bertambahnya', 'nilai', 'batch')",1
"('bahasa', 'informal', '1013')",1
"('normalisasi', 'bahasa', 'ketepatan')",1
"('bahasa', 'ketepatan', 'perhitungan')",1
"('ketepatan', 'perhitungan', 'gradien')",1
"('mempengaruhi', 'kemampuan', 'model')",1
"('batch', 'size', 'pengujian')",1
"('kelas', 'data', 'pembagian')",1
"('data', 'pembagian', 'batch')",1
"('pembagian', 'batch', 'berpengaruh')",1
"('penelitian', 'in', 'nilai')",1
"('in', 'nilai', 'batch')",1
"('32', 'jenis', 'optimizer')",1
"('05', 'tabel', '32')",1
"('batch', 'size', 'tabel')",1
"('size', 'tabel', '32')",1
"('tabel', '32', 'hasil')",1
"('32', 'hasil', 'pengujian')",1
"('batch', 'size', 'case')",1
"('size', 'case', 'optim')",1
"('1', 'adam', '1e5')",1
"('1e5', '05', '8')",1
"('05', '8', '09676')",1
"('8', '09676', '01890')",1
"('09676', '01890', '2')",1
"('01890', '2', 'adam')",1
"('2', 'adam', '1e5')",1
"('05', '16', '09663')",1
"('16', '09663', '01933')",1
"('09663', '01933', '3')",1
"('01933', '3', 'adam')",1
"('3', 'adam', '1e5')",1
"('1e5', '05', '32')",1
"('05', '32', '09698')",1
"('32', '09698', '02002')",1
"('perubahan', 'nilai', 'batch')",1
"('fine', 'tuned', 'model')",1
"('adam', 'optimizer', 'melibatkan')",1
"('perkiraan', 'nilai', 'gradien')",1
"('akurat', 'ukuran', 'batch')",1
"('memiliki', 'dampak', 'negatif')",1
"('mengurangi', 'tingkat', 'keanekaragaman')",1
"('tingkat', 'keanekaragaman', 'informasi')",1
"('pemilihan', 'nilai', 'batch')",1
"('berkurangnya', 'keanekaragaman', 'informasi')",1
"('keanekaragaman', 'informasi', '33')",1
"('informasi', '33', 'pengujian')",1
"('learning', 'rate', 'pengujian')",1
"('memperoleh', 'nilai', 'learning')",1
"('1e6', 'tabel', '33')",1
"('learning', 'rate', 'tabel')",1
"('rate', 'tabel', '33')",1
"('tabel', '33', 'hasil')",1
"('33', 'hasil', 'pengujian')",1
"('hasil', 'pengujian', 'model')",1
"('learning', 'rate', 'case')",1
"('rate', 'case', 'optim')",1
"('1', 'adam', '5e4')",1
"('adam', '5e4', '05')",1
"('5e4', '05', '16')",1
"('05', '16', '09703')",1
"('16', '09703', '02069')",1
"('09703', '02069', '2')",1
"('02069', '2', 'adam')",1
"('2', 'adam', '1e4')",1
"('adam', '1e4', '05')",1
"('1e4', '05', '16')",1
"('05', '16', '09715')",1
"('16', '09715', '01836')",1
"('09715', '01836', '3')",1
"('01836', '3', 'adam')",1
"('3', 'adam', '5e5')",1
"('adam', '5e5', '05')",1
"('5e5', '05', '16')",1
"('05', '16', '09708')",1
"('16', '09708', '01892')",1
"('09708', '01892', 'case')",1
"('01892', 'case', 'optim')",1
"('vacc', 'vloss', '4')",1
"('vloss', '4', 'adam')",1
"('4', 'adam', '1e5')",1
"('05', '16', '09672')",1
"('16', '09672', '01914')",1
"('09672', '01914', '5')",1
"('01914', '5', 'adam')",1
"('5', 'adam', '5e6')",1
"('adam', '5e6', '05')",1
"('5e6', '05', '16')",1
"('05', '16', '09680')",1
"('16', '09680', '02075')",1
"('09680', '02075', '6')",1
"('02075', '6', 'adam')",1
"('6', 'adam', '1e6')",1
"('adam', '1e6', '05')",1
"('1e6', '05', '16')",1
"('05', '16', '09585')",1
"('16', '09585', '03194')",1
"('09585', '03194', 'gambar')",1
"('03194', 'gambar', '4')",1
"('gambar', '4', 'perubahan')",1
"('4', 'perubahan', 'validation')",1
"('learning', 'rate', 'tingkat')",1
"('rate', 'tingkat', 'akurasi')",1
"('validasi', 'relatif', 'stabil')",1
"('rendah', '1e6', 'akurasi')",1
"('1e6', 'akurasi', 'cenderung')",1
"('akurasi', 'cenderung', 'menurun')",1
"('validation', 'loss', 'model')",1
"('loss', 'model', 'mencapai')",1
"('model', 'mencapai', 'titik')",1
"('mencapai', 'titik', 'minimum')",1
"('learning', 'rate', 'bernilai')",1
"('tren', 'nilai', 'validation')",1
"('validation', 'loss', 'cenderung')",1
"('loss', 'cenderung', 'meningkat')",1
"('cenderung', 'meningkat', 'berdasarkan')",1
"('meningkat', 'berdasarkan', 'pengujian')",1
"('mempengaruhi', 'performa', 'model')",1
"('performa', 'model', 'learning')",1
"('model', 'learning', 'rate')",1
"('menyebabkan', 'model', 'sulit')",1
"('mencapai', 'titik', 'konvergen')",1
"('melompati', 'nilai', 'optimum')",1
"('menyebabkan', 'model', 'terjebak')",1
"('optimum', 'lokal', '34')",1
"('lokal', '34', 'pengujian')",1
"('dropout', 'rate', 'pengujian')",1
"('memperoleh', 'dropout', 'rate')",1
"('learning', 'rate', 'terbaik')",1
"('gambar', '5', 'gambar')",1
"('5', 'gambar', '5')",1
"('gambar', '5', 'perubahan')",1
"('5', 'perubahan', 'validation')",1
"('validasi', 'cenderung', 'stabil')",1
"('signifikan', '1014', 'jurnal')",1
"('1014', 'jurnal', 'teknologi')",1
"('cenderung', 'acak', 'berdasarkan')",1
"('acak', 'berdasarkan', 'informasi')",1
"('pengaruh', 'dropout', 'rate')",1
"('performa', 'model', '4')",1
"('model', '4', 'kesimpulan')",1
"('saran', 'berdasarkan', 'penelitian')",1
"('memanfaatkan', 'pretrained', 'model')",1
"('parallel', 'corpus', 'bahasa')",1
"('corpus', 'bahasa', 'informal')",1
"('berbahasa', 'indonesia', 'berdasarkan')",1
"('indonesia', 'berdasarkan', 'pengujian')",1
"('tingkat', 'akurasi', '09716')",1
"('loss', '01789', 'konfigurasi')",1
"('01789', 'konfigurasi', 'hiperparameter')",1
"('penggunaan', 'optimizer', 'adam')",1
"('08', 'berdasarkan', 'analisis')",1
"('berdasarkan', 'analisis', 'hasil')",1
"('analisis', 'hasil', 'pengujian')",1
"('performa', 'model', 'normalisasi')",1
"('tingkat', 'eksplorasi', 'eksperimen')",1
"('dijabarkan', 'saran', 'perbaikan')",1
"('pengembangan', 'arsitektur', 'normalisasi')",1
"('menambah', 'variasi', 'data')",1
"('banyaknya', 'bahasa', 'informal')",1
"('bertambah', 'seiring', 'perkembangan')",1
"('seiring', 'perkembangan', 'zaman')",1
"('diharapkan', 'model', 'normalisasi')",1
"('model', 'normalisasi', 'bahasa')",1
"('relevan', 'kedepannya', 'berkaitan')",1
"('eksplorasi', 'pendekatan', 'finetuning')",1
"('pendekatan', 'finetuning', 'pretrained')",1
"('finetuning', 'pretrained', 'model')",1
"('masingmasing', 'memiliki', 'karakteristik')",1
"('learning', 'rate', 'metode')",1
"('rate', 'metode', 'regularisasi')",1
"('metode', 'regularisasi', 'metode')",1
"('regularisasi', 'metode', 'prapemrosesan')",1
"('meningkatkan', 'performa', 'model')",1
"('performa', 'model', 'daftar')",1
"('model', 'daftar', 'pustaka')",1
"('daftar', 'pustaka', 'aliyah')",1
"('pustaka', 'aliyah', 'salsabila')",1
"('aliyah', 'salsabila', 'n')",1
"('salsabila', 'n', 'ardhito')",1
"('n', 'ardhito', 'winatmoko')",1
"('ardhito', 'winatmoko', 'y')",1
"('winatmoko', 'y', 'akbar')",1
"('y', 'akbar', 'septiandri')",1
"('akbar', 'septiandri', 'a')",1
"('septiandri', 'a', 'jamal')",1
"('a', 'jamal', 'a')",1
"('jamal', 'a', '2019')",1
"('a', '2019', 'colloquial')",1
"('2019', 'colloquial', 'indonesian')",1
"('colloquial', 'indonesian', 'lexicon')",1
"('indonesian', 'lexicon', 'proceedings')",1
"('lexicon', 'proceedings', 'of')",1
"('of', 'the', '2018')",1
"('the', '2018', 'international')",1
"('processing', 'ialp', '2018')",1
"('ialp', '2018', 'httpsdoiorg101109ialp20188629151')",1
"('2018', 'httpsdoiorg101109ialp20188629151', 'andersen')",1
"('httpsdoiorg101109ialp20188629151', 'andersen', 'g')",1
"('andersen', 'g', '2005')",1
"('g', '2005', 'pragmatic')",1
"('2005', 'pragmatic', 'markers')",1
"('pragmatic', 'markers', 'and')",1
"('markers', 'and', 'sociolinguistic')",1
"('and', 'sociolinguistic', 'variation')",1
"('sociolinguistic', 'variation', 'journal')",1
"('variation', 'journal', 'of')",1
"('journal', 'of', 'pragmatics')",1
"('of', 'pragmatics', '374')",1
"('pragmatics', '374', 'arifin')",1
"('374', 'arifin', 'm')",1
"('arifin', 'm', 'b')",1
"('m', 'b', 'hefni')",1
"('b', 'hefni', 'a')",1
"('hefni', 'a', 'purwanti')",1
"('a', 'purwanti', 'p')",1
"('purwanti', 'p', '2022')",1
"('p', '2022', 'slang')",1
"('bahasa', 'indonesia', 'kajian')",1
"('indonesia', 'kajian', 'morfosemantik')",1
"('kajian', 'morfosemantik', 'diglosia')",1
"('morfosemantik', 'diglosia', 'jurnal')",1
"('diglosia', 'jurnal', 'kajian')",1
"('jurnal', 'kajian', 'bahasa')",1
"('kajian', 'bahasa', 'sastra')",1
"('pengajarannya', '51s', 'httpsdoiorg1030872diglosiav5i1s402')",1
"('51s', 'httpsdoiorg1030872diglosiav5i1s402', 'aw')",1
"('httpsdoiorg1030872diglosiav5i1s402', 'aw', 'a')",1
"('aw', 'a', 't')",1
"('a', 't', 'zhang')",1
"('t', 'zhang', 'm')",1
"('zhang', 'm', 'xiao')",1
"('m', 'xiao', 'j')",1
"('xiao', 'j', 'su')",1
"('j', 'su', 'j')",1
"('su', 'j', '2006')",1
"('j', '2006', 'a')",1
"('2006', 'a', 'phrasebased')",1
"('a', 'phrasebased', 'statistical')",1
"('phrasebased', 'statistical', 'model')",1
"('statistical', 'model', 'for')",1
"('model', 'for', 'sms')",1
"('for', 'sms', 'text')",1
"('sms', 'text', 'normalization')",1
"('text', 'normalization', 'colingacl')",1
"('normalization', 'colingacl', '2006')",1
"('colingacl', '2006', '21st')",1
"('2006', '21st', 'international')",1
"('21st', 'international', 'conference')",1
"('conference', 'on', 'computational')",1
"('on', 'computational', 'linguistics')",1
"('computational', 'linguistics', 'and')",1
"('linguistics', 'and', '44th')",1
"('and', '44th', 'annual')",1
"('44th', 'annual', 'meeting')",1
"('computational', 'linguistics', 'proceedings')",1
"('linguistics', 'proceedings', 'of')",1
"('the', 'main', 'conference')",1
"('main', 'conference', 'poster')",1
"('conference', 'poster', 'sessions')",1
"('poster', 'sessions', 'httpsdoiorg10311512730731273078')",1
"('sessions', 'httpsdoiorg10311512730731273078', 'banitz')",1
"('httpsdoiorg10311512730731273078', 'banitz', 'b')",1
"('banitz', 'b', '2020')",1
"('b', '2020', 'machine')",1
"('2020', 'machine', 'translation')",1
"('machine', 'translation', 'a')",1
"('translation', 'a', 'critical')",1
"('a', 'critical', 'look')",1
"('critical', 'look', 'at')",1
"('look', 'at', 'the')",1
"('at', 'the', 'performance')",1
"('the', 'performance', 'of')",1
"('performance', 'of', 'rulebased')",1
"('of', 'rulebased', 'and')",1
"('rulebased', 'and', 'statistical')",1
"('and', 'statistical', 'machine')",1
"('statistical', 'machine', 'translation')",1
"('machine', 'translation', 'cadernos')",1
"('translation', 'cadernos', 'de')",1
"('cadernos', 'de', 'traducao')",1
"('de', 'traducao', '401')",1
"('traducao', '401', 'httpsdoiorg1050072175')",1
"('401', 'httpsdoiorg1050072175', '79682020v40n1p54')",1
"('httpsdoiorg1050072175', '79682020v40n1p54', 'gillioz')",1
"('79682020v40n1p54', 'gillioz', 'a')",1
"('gillioz', 'a', 'casas')",1
"('a', 'casas', 'j')",1
"('casas', 'j', 'mugellini')",1
"('j', 'mugellini', 'e')",1
"('mugellini', 'e', 'khaled')",1
"('e', 'khaled', 'o')",1
"('khaled', 'o', 'a')",1
"('o', 'a', '2020')",1
"('a', '2020', 'overview')",1
"('2020', 'overview', 'of')",1
"('of', 'the', 'transformerbased')",1
"('the', 'transformerbased', 'models')",1
"('transformerbased', 'models', 'for')",1
"('models', 'for', 'nlp')",1
"('for', 'nlp', 'tasks')",1
"('nlp', 'tasks', 'proceedings')",1
"('tasks', 'proceedings', 'of')",1
"('of', 'the', '2020')",1
"('the', '2020', 'federated')",1
"('2020', 'federated', 'conference')",1
"('federated', 'conference', 'on')",1
"('and', 'information', 'systems')",1
"('information', 'systems', 'fedcsis')",1
"('systems', 'fedcsis', '2020')",1
"('fedcsis', '2020', 'httpsdoiorg10154392020f20')",1
"('2020', 'httpsdoiorg10154392020f20', 'hanafiah')",1
"('httpsdoiorg10154392020f20', 'hanafiah', 'n')",1
"('hanafiah', 'n', 'kevin')",1
"('n', 'kevin', 'a')",1
"('kevin', 'a', 'sutanto')",1
"('a', 'sutanto', 'c')",1
"('sutanto', 'c', 'fiona')",1
"('c', 'fiona', 'arifin')",1
"('fiona', 'arifin', 'y')",1
"('arifin', 'y', 'hartanto')",1
"('y', 'hartanto', 'j')",1
"('hartanto', 'j', '2017')",1
"('j', '2017', 'text')",1
"('2017', 'text', 'normalization')",1
"('text', 'normalization', 'algorithm')",1
"('normalization', 'algorithm', 'on')",1
"('algorithm', 'on', 'twitter')",1
"('on', 'twitter', 'in')",1
"('twitter', 'in', 'complaint')",1
"('in', 'complaint', 'category')",1
"('complaint', 'category', 'international')",1
"('category', 'international', 'conference')",1
"('science', 'and', 'computational')",1
"('computational', 'intelligence', 'madaan')",1
"('intelligence', 'madaan', 'a')",1
"('madaan', 'a', 'setlur')",1
"('a', 'setlur', 'a')",1
"('setlur', 'a', 'parekh')",1
"('a', 'parekh', 't')",1
"('parekh', 't', 'ppoczos')",1
"('t', 'ppoczos', 'b')",1
"('ppoczos', 'b', 'neubig')",1
"('b', 'neubig', 'g')",1
"('y', 'salakhutdinov', 'r')",1
"('salakhutdinov', 'r', 'black')",1
"('r', 'black', 'a')",1
"('black', 'a', 'w')",1
"('a', 'w', 'prabhumoye')",1
"('w', 'prabhumoye', 's')",1
"('prabhumoye', 's', '2020')",1
"('s', '2020', 'politeness')",1
"('2020', 'politeness', 'transfer')",1
"('politeness', 'transfer', 'a')",1
"('transfer', 'a', 'tag')",1
"('a', 'tag', 'and')",1
"('tag', 'and', 'generate')",1
"('and', 'generate', 'approach')",1
"('generate', 'approach', 'proceedings')",1
"('approach', 'proceedings', 'of')",1
"('the', 'annual', 'meeting')",1
"('computational', 'linguistics', 'httpsdoiorg1018653v12020aclmain169')",1
"('linguistics', 'httpsdoiorg1018653v12020aclmain169', 'vaswani')",1
"('httpsdoiorg1018653v12020aclmain169', 'vaswani', 'a')",1
"('vaswani', 'a', 'shazeer')",1
"('a', 'shazeer', 'n')",1
"('shazeer', 'n', 'parmar')",1
"('n', 'parmar', 'n')",1
"('parmar', 'n', 'uszkoreit')",1
"('n', 'uszkoreit', 'j')",1
"('uszkoreit', 'j', 'jones')",1
"('j', 'jones', 'l')",1
"('jones', 'l', 'gomez')",1
"('l', 'gomez', 'a')",1
"('gomez', 'a', 'n')",1
"('a', 'n', 'kaiser')",1
"('n', 'kaiser', 'polosukhin')",1
"('kaiser', 'polosukhin', 'i')",1
"('polosukhin', 'i', '2017')",1
"('i', '2017', 'attention')",1
"('2017', 'attention', 'is')",1
"('attention', 'is', 'all')",1
"('is', 'all', 'you')",1
"('all', 'you', 'need')",1
"('you', 'need', 'advances')",1
"('need', 'advances', 'in')",1
"('advances', 'in', 'neural')",1
"('in', 'neural', 'information')",1
"('neural', 'information', 'processing')",1
"('information', 'processing', 'systems')",1
"('processing', 'systems', '2017')",1
"('systems', '2017', 'december')",1
"('2017', 'december', 'wang')",1
"('december', 'wang', 'y')",1
"('wang', 'y', 'wu')",1
"('y', 'wu', 'y')",1
"('wu', 'y', 'mou')",1
"('y', 'mou', 'l')",1
"('mou', 'l', 'li')",1
"('l', 'li', 'z')",1
"('li', 'z', 'chao')",1
"('z', 'chao', 'w')",1
"('chao', 'w', '2019')",1
"('w', '2019', 'harnessing')",1
"('2019', 'harnessing', 'pretrained')",1
"('harnessing', 'pretrained', 'neural')",1
"('pretrained', 'neural', 'networks')",1
"('networks', 'with', 'rules')",1
"('with', 'rules', 'for')",1
"('rules', 'for', 'formality')",1
"('for', 'formality', 'style')",1
"('formality', 'style', 'transfer')",1
"('style', 'transfer', 'emnlp')",1
"('transfer', 'emnlp', 'muhammad')",1
"('emnlp', 'muhammad', 'rizal')",1
"('bahasa', 'informal', '1015')",1
"('informal', '1015', 'ijcnlp')",1
"('1015', 'ijcnlp', '2019')",1
"('ijcnlp', '2019', '2019')",1
"('2019', '2019', 'conference')",1
"('2019', 'conference', 'on')",1
"('conference', 'on', 'empirical')",1
"('on', 'empirical', 'methods')",1
"('empirical', 'methods', 'in')",1
"('methods', 'in', 'natural')",1
"('in', 'natural', 'language')",1
"('language', 'processing', 'and')",1
"('processing', 'and', '9th')",1
"('and', '9th', 'international')",1
"('9th', 'international', 'joint')",1
"('international', 'joint', 'conference')",1
"('joint', 'conference', 'on')",1
"('conference', 'on', 'natural')",1
"('on', 'natural', 'language')",1
"('language', 'processing', 'proceedings')",1
"('processing', 'proceedings', 'of')",1
"('of', 'the', 'conference')",1
"('the', 'conference', 'httpsdoiorg1018653v1d19')",1
"('conference', 'httpsdoiorg1018653v1d19', '1365')",1
"('httpsdoiorg1018653v1d19', '1365', 'wibowo')",1
"('1365', 'wibowo', 'h')",1
"('wibowo', 'h', 'a')",1
"('h', 'a', 'prawiro')",1
"('a', 'prawiro', 't')",1
"('prawiro', 't', 'a')",1
"('t', 'a', 'ihsan')",1
"('a', 'ihsan', 'm')",1
"('ihsan', 'm', 'aji')",1
"('m', 'aji', 'a')",1
"('aji', 'a', 'f')",1
"('a', 'f', 'prasojo')",1
"('f', 'prasojo', 'r')",1
"('prasojo', 'r', 'e')",1
"('r', 'e', 'mahendra')",1
"('e', 'mahendra', 'r')",1
"('mahendra', 'r', 'fitriany')",1
"('r', 'fitriany', 's')",1
"('fitriany', 's', '2020')",1
"('s', '2020', 'semisupervised')",1
"('2020', 'semisupervised', 'low')",1
"('semisupervised', 'low', 'resource')",1
"('low', 'resource', 'style')",1
"('resource', 'style', 'transfer')",1
"('style', 'transfer', 'of')",1
"('transfer', 'of', 'indonesian')",1
"('of', 'indonesian', 'informal')",1
"('indonesian', 'informal', 'to')",1
"('informal', 'to', 'formal')",1
"('to', 'formal', 'language')",1
"('formal', 'language', 'with')",1
"('language', 'with', 'iterative')",1
"('with', 'iterative', 'forward')",1
"('iterative', 'forward', 'translation')",1
"('forward', 'translation', '2020')",1
"('translation', '2020', 'international')",1
"('2020', 'international', 'conference')",1
"('processing', 'ialp', '310315')",1
"('ialp', '310315', 'httpsdoiorg101109ialp5139620209310')",1
"('310315', 'httpsdoiorg101109ialp5139620209310', '459')",1
"('httpsdoiorg101109ialp5139620209310', '459', '1016')",1
"('459', '1016', 'halaman')",1
"('e', '26213338', '92')",1
"('26213338', '92', 'bahasa')",1
"('92', 'bahasa', 'indonesia')",1
"('luh', 'putu', 'swandewi')",1
"('putu', 'swandewi', 'antari')",1
"('swandewi', 'antari', 'fakultas')",1
"('antari', 'fakultas', 'pendidikan')",1
"('fakultas', 'pendidikan', 'bahasa')",1
"('seni', 'ikip', 'pgri')",1
"('ikip', 'pgri', 'bali')",1
"('pgri', 'bali', 'swandewiantarigmailcom')",1
"('bali', 'swandewiantarigmailcom', 'abstrak')",1
"('bersangkutan', 'bahasa', 'indonesia')",1
"('sumpah', 'pemuda', '1928')",1
"('pemuda', '1928', 'bahasa')",1
"('1928', 'bahasa', 'indonesia')",1
"('bahasa', 'melayu', 'disepakati')",1
"('kunci', 'bahasa', 'indonesia')",1
"('identitas', 'nasional', 'indonesian')",1
"('nasional', 'indonesian', 'language')",1
"('indonesian', 'language', 'as')",1
"('language', 'as', 'indonesian')",1
"('as', 'indonesian', 'national')",1
"('indonesian', 'national', 'identity')",1
"('national', 'identity', 'abstract')",1
"('identity', 'abstract', 'every')",1
"('abstract', 'every', 'independent')",1
