bigram,frekuensi
"('lipatpenambahan', 'homc')",1
"('kilang', 'blue')",1
"('naphtha', 'lokal')",1
"('lokal', 'produk')",1
"('produk', 'ex')",1
"('ex', 'destilasi')",1
"('minyak', 'mantah')",1
"('mantah', 'kilang')",1
"('kilang', 'nusantara')",1
"('premium', 'on')",1
"('bbm', 'akrab')",1
"('kebutuhan', 'pemerintah')",1
"('pemerintah', 'naphtha')",1
"('92', '95')",1
"('dibangun', 'kilang')",1
"('kilang', 'plat')",1
"('plat', 'format')",1
"('non', 'formal')",1
"('citacita', 'bangsa')",1
"('lambang', 'identitas')",1
"('indonesia', 'mewakili')",1
"('kehormatan', 'negara')",1
"('manifestasi', 'kebudayaan')",1
"('sejarah', 'perjuangan')",1
"('perjuangan', 'bangsa')",1
"('26213338', '99')",1
"('99', 'indonesia')",1
"('bangsa', 'budaya')",1
"('intensif', 'pasca')",1
"('kemerdekaan', 'identitas')",1
"('nasional', 'pasca')",1
"('upacara', 'kenegaraan')",1
"('pendidikan', 'formal')",1
"('indonesia', 'meliputi')",1
"('meliputi', 'bendera')",1
"('negara', 'sang')",1
"('sang', 'merah')",1
"('menyatu', 'berafiliasi')",1
"('memperkokoh', 'indonesia')",1
"('indonesia', '23')",1
"('23', 'kedudukan')",1
"('negara', 'lambang')",1
"('negara', 'garuda')",1
"('garuda', 'pancasila')",1
"('raya', 'bentukbentuk')",1
"('bentukbentuk', 'identitas')",1
"('membangun', 'kepercayaan')",1
"('bentuk', 'identitas')",1
"('pembangun', 'jati')",1
"('identias', 'nasional')",1
"('nasional', 'c')",1
"('belajar', 'membina')",1
"('unsur', 'bahasa')",1
"('asing', '24')",1
"('24', 'bahasa')",1
"('nasional', 'dibuktikan')",1
"('butirbutir', 'sumpah')",1
"('kedalam', 'kesatuan')",1
"('kesatuan', 'kebangsaan')",1
"('a', 'lambang')",1
"('lambang', 'kebanggaan')",1
"('kebanggaan', 'kebangsaan')",1
"('kebangsaan', 'b')",1
"('b', 'lambang')",1
"('lambang', 'identias')",1
"('eksistensi', 'bangsa')",1
"('khusus', 'bendera')",1
"('kebangsaan', 'diatur')",1
"('undangan', 'khusus')",1
"('no', '24')",1
"('perhubungan', 'antarwarga')",1
"('bahasanya', 'masingmasing')",1
"('masingmasing', 'kedalam')",1
"('bangsa', 'kesatuan')",1
"('keragaman', 'budaya')",1
"('kebangsaan', 'dasar')",1
"('dasar', 'pertimbangan')",1
"('indonesia', 'diatur')",1
"('1', 'bendera')",1
"('pemersatu', 'identitas')",1
"('wujud', 'eksistensi')",1
"('premium', 'tel')",1
"('naphtha', 'homc')",1
"('menghasilkan', 'volume')",1
"('proporsional', 'vomul')",1
"('vomul', 'premium')",1
"('mewakili', 'jati')",1
"('26213338', '100')",1
"('disamping', 'bendera')",1
"('number', 'naphtha')",1
"('mencapai', 'on')",1
"('on', 'naphtha')",1
"('naphtha', 'hasil')",1
"('hasil', 'destilasi')",1
"('65', '75')",1
"('75', 'tergantung')",1
"('88', 'premium')",1
"('reaktor', 'kimia')",1
"('tergantung', 'jenis')",1
"('jenis', 'rantai')",1
"('rantai', 'hydrocarbon')",1
"('hydrocarbon', 'komponen')",1
"('buminya', 'hak')",1
"('area', 'premium')",1
"('menaikkan', 'oktan')",1
"('nusantara', 'memiliki')",1
"('perengkahan', 'minyak')",1
"('minyak', 'berat')",1
"('homc', 'terbentuknya')",1
"('terbentuknya', 'oktane')",1
"('oktane', 'number')",1
"('perengkahan', 'katalitik')",1
"('sintesa', 'catalityc')",1
"('bahasa', 'negera')",1
"('1945', 'pasal')",1
"('negara', 'bahasa')",1
"('a', 'bahasa')",1
"('resmi', 'kenegaraan')",1
"('politik', 'bahasa')",1
"('bahasa', 'media')",1
"('massa', 'pendukung')",1
"('bahasa', 'pengentar')",1
"('kenegaraan', 'kedudukan')",1
"('naskah', 'proklamasi')",1
"('kemerdekaan', 'ri')",1
"('dipakailah', 'bahasa')",1
"('upacara', 'peristiwa')",1
"('indonesia', '25')",1
"('25', 'bahasa')",1
"('26213338', '101')",1
"('101', 'buku')",1
"('kegiatan', 'kenegaraan')",1
"('bentuk', 'lisan')",1
"('tulis', 'b')",1
"('b', 'bahasa')",1
"('bahasa', 'pengantar')",1
"('pendidikan', 'kedudukan')",1
"('negara', 'didalam')",1
"('didalam', 'melaksanakan')",1
"('melaksanakan', 'fungsi')",1
"('identitas', 'tersendiri')",1
"('lambang', 'kebangsaan')",1
"('berbentuk', 'media')",1
"('menerjemahkan', 'buku')",1
"('buku', 'doi')",1
"('wilayah', 'nusantara')",1
"('lau', 'peran')",1
"('pemersatu', 'perbedaanperbedaan')",1
"('perbedaanperbedaan', 'unsur')",1
"('unsur', 'kebangsaan')",1
"('dicapai', 'bahasa')",1
"('persatuan', 'lahir')",1
"('realitas', 'fungsi')",1
"('kebudayaan', 'ilmu')",1
"('penyebaran', 'ilmu')",1
"('bahasa', 'ilmu')",1
"('teknologi', 'iptek')",1
"('iptek', 'c')",1
"('tingkat', 'nasional')",1
"('kepentingan', 'perencanaan')",1
"('26213338', '102')",1
"('rumusan', 'seminar')",1
"('seminar', 'politik')",1
"('badan', 'pemerintah')",1
"('penyebarluasan', 'informasi')",1
"('masyarakat', 'd')",1
"('d', 'alat')",1
"('alat', 'pengembangan')",1
"('pengembangan', 'kebudayaan')",1
"('pendukung', 'sastra')",1
"('indonesia', 'pemerkaya')",1
"('pemerkaya', 'bahasa')",1
"('bukubuku', 'pelajaran')",1
"('pelajaran', 'buku')",1
"('buku', 'populer')",1
"('populer', 'majalah')",1
"('majalah', 'majalah')",1
"('laun', 'tumbuh')",1
"('bahasa', 'daerah')",1
"('banyaknya', 'warga')",1
"('daerah', 'laen')",1
"('pergerakan', 'nasional')",1
"('nasional', 'realitas')",1
"('indonesia', 'dipersatukan')",1
"('melayu', 'riau')",1
"('persatuan', 'bangsa')",1
"('indonesia', 'benarbenar')",1
"('ragam', 'suku')",1
"('kepentingan', 'politik')",1
"('menggambarkan', 'keberadaannya')",1
"('keberadaannya', 'bahren')",1
"('keberadaan', 'bahasa')",1
"('alat', 'pemersatu')",1
"('tepatnya', 'sehari')",1
"('berlakunya', 'konstitusi')",1
"('istilah', 'bahasa')",1
"('daerah', 'bahasa')",1
"('nasional', 'maksudnya')",1
"('budaya', 'maksudnya')",1
"('26', 'bahasa')",1
"('resmi', 'republik')",1
"('melekat', 'referensi')",1
"('referensi', 'konsep')",1
"('menciptakan', 'semangat')",1
"('semangat', 'persatuan')",1
"('indonesia', 'diresmikan')",1
"('diresmikan', 'penggunannya')",1
"('kemerdekaan', 'indonesia')",1
"('indonesia', 'tepatnya')",1
"('memprihatinkan', 'salah')",1
"('contohnya', 'penggunaan')",1
"('pusat', 'perbelanjaan')",1
"('perbelanjaan', 'hotel')",1
"('103', 'penggunaan')",1
"('penggunaan', 'kosakata')",1
"('kiasan', 'perumpamaan')",1
"('27', 'permasalahan')",1
"('indonesia', 'larut')",1
"('komunikasi', 'globaln')",1
"('media', 'bahasa')",1
"('jati', 'doi')",1
"('permsalahan', 'dimana')",1
"('mengalami', 'pergeseran')",1
"('dunia', 'kondisi')",1
"('kondisi', 'bahasa')",1
"('menjunjung', 'nilai')",1
"('nilai', 'adat')",1
"('adat', 'istiadat')",1
"('bahasa', 'daerahnya')",1
"('daerahnya', 'masingmasing')",1
"('pengucapan', 'dipending')",1
"('the', 'way')",1
"('membiarkan', 'bahasa')",1
"('nama', 'bahasa')",1
"('kesatuan', 'bangsa')",1
"('indonesia', 'bersedia')",1
"('bersedia', 'menerima')",1
"('menerima', 'bahasa')",1
"('indonesia', 'fungsi')",1
"('pemersatu', 'sukusuku')",1
"('sukusuku', 'bangsa')",1
"('proses', 'polimerisasi')",1
"('polimerisasi', 'katalitik')",1
"('indonesia', 'menghadapi')",1
"('kesadaran', 'nasionalisme')",1
"('nasionalisme', 'menandai')",1
"('menandai', 'pertumbuhan')",1
"('dardjowidjojo', '1996')",1
"('1996', 'manfaat')",1
"('total', 'naphtha')",1
"('naphtha', 'produk')",1
"('produk', 'nusantara')",1
"('premium', '88masih')",1
"('kimia', 'unit')",1
"('unit', 'kilang')",1
"('kilang', 'rccfccrfcc')",1
"('plat', 'forming')",1
"('pakai', 'tel')",1
"('import', 'homc')",1
"('bangun', 'kilang')",1
"('kilang', 'homcsaat')",1
"('memiliki', 'unit')",1
"('unit', 'fccrcc')",1
"('pencampur', 'mengupgrade')",1
"('mengupgrade', 'total')",1
"('halnya', 'bahasa')",1
"('bahsa', 'pemersatu')",1
"('produk', 'naphtha')",1
"('negative', 'hak')",1
"('area', 'penggunaannyaoleh')",1
"('nusantara', 'alias')",1
"('alias', 'importmengingat')",1
"('importmengingat', 'pakai')",1
"('konteks', 'kehidupan')",1
"('kehidupan', 'global')",1
"('indonesia', 'sesungguhnya')",1
"('kedaulatan', 'bangsa')",1
"('indonesia', 'sastra')",1
"('pencerminan', 'ekspresi')",1
"('media', 'pengungkap')",1
"('penyebaran', 'bahasa')",1
"('tata', 'nilai')",1
"('nilai', 'pengalamandan')",1
"('pengalamandan', 'penghayatan')",1
"('penghayatan', 'masyarakat')",1
"('bangsa', 'salah')",1
"('komunitas', 'etnis')",1
"('indonesia', 'simbol')",1
"('26213338', '104')",1
"('kedaerahan', 'bahasa')",1
"('masyarakat', 'daerah')",1
"('bidang', 'kehidupan')",1
"('kehidupan', 'disamping')",1
"('mutu', 'penggunaannya')",1
"('keperluan', 'upaya')",1
"('upaya', 'kearah')",1
"('pengungkap', 'tata')",1
"('alat', 'berkomunikasi')",1
"('26213338', '103')",1
"('memperoleh', 'landasan')",1
"('landasan', 'hukum')",1
"('disahkannya', 'undangundang')",1
"('kebangsaan', 'undangundang')",1
"('36', 'uud')",1
"('uud', 'republik')",1
"('nasional', 'sarana')",1
"('bangsa', 'melestarikan')",1
"('melestarikan', 'identitasnya')",1
"('surat', 'keputusan')",1
"('keputusan', 'direktorat')",1
"('jenderal', 'pendidikan')",1
"('nomor', '43diktikep2006')",1
"('ramburambu', 'pelaksanaan')",1
"('mengacaukan', 'indonesia')",1
"('pemuda', 'tanggal')",1
"('indonesia', 'ketentuang')",1
"('indonesia', 'berfungsi')",1
"('berfungsi', 'doi')",1
"('26213338', '105')",1
"('bangsa', 'kebangsaan')",1
"('kebangsaan', 'nasional')",1
"('menggeser', 'bahasa')",1
"('nasional', '2')",1
"('gaul', 'kecanggihan')",1
"('teknologi', 'media')",1
"('budaya', 'permasalahan')",1
"('dihadapi', 'bahasa')",1
"('asing', 'dampak')",1
"('dampak', 'globalisasi')",1
"('bahasabahasa', 'gaul')",1
"('bahasa', 'gaulmaka')",1
"('terancam', 'keberadaannya')",1
"('kaum', 'muda')",1
"('bangga', 'berbahasa')",1
"('berbahasa', 'gaul')",1
"('aspek', 'bahasa')",1
"('siswa', 'mahasiswa')",1
"('inggris', '3')",1
"('3', 'membiasakan')",1
"('lingkungan', 'temanteman')",1
"('indonesia', '3')",1
"('3', 'penutup')",1
"('pribadi', 'masingmasing')",1
"('masingmasing', 'orang')",1
"('bahasa', 'doi')",1
"('nasional', 'pengaruh')",1
"('pergeseran', 'bahasa')",1
"('memiliki', 'esensi')",1
"('26213338', '106')",1
"('106', 'mengatasi')",1
"('1', 'mengembangkan')",1
"('mengembangkan', 'nasionalisme')",1
"('mengikuti', 'arus')",1
"('nasionalisme', 'nasionalisme')",1
"('pemicu', 'kebangkitan')",1
"('masyarakat', 'bangsabangsa')",1
"('nasionalisme', 'dipahami')",1
"('didalamnya', 'salah')",1
"('2', 'pendidikan')",1
"('didalam', 'pembentukan')",1
"('28', 'solusi')",1
"('pembentukan', 'jati')",1
"('indonesia', 'diterapkannya')",1
"('diterapkannya', 'mata')",1
"('bangku', 'sekolah')",1
"('kuliah', 'wawasan')",1
"('wawasan', 'kebangsaan')",1
"('bangku', 'perkuliahan')",1
"('penerapan', 'solusi')",1
"('dkk', 'pendidikan')",1
"('manfaatkanlah', 'pendidikan')",1
"('bahasanya', 'referensi')",1
"('referensi', 'dardjowidjodjo')",1
"('dardjowidjodjo', 'soenjono1996')",1
"('soenjono1996', 'bahasa')",1
"('bandung', 'itb')",1
"('itb', 'kaelan')",1
"('kewarganegaraan', 'pendidikan')",1
"('pancasila', 'pandangan')",1
"('pandangan', 'hidup')",1
"('hidup', 'bangsa')",1
"('indonesia', 'yogyakarta')",1
"('yogyakarta', 'paradigma')",1
"('paradigma', 'srijanti')",1
"('srijanti', 'dkk')",1
"('ilmu', 'teknologi')",1
"('profesinya', 'masingmasing')",1
"('pelaksanaan', 'kelompok')",1
"('kelompok', 'mata')",1
"('kuliah', 'pengembangan')",1
"('pengembangan', 'kepribadian')",1
"('kuliah', 'pendidikan')",1
"('agama', 'pendidikan')",1
"('26213338', '107')",1
"('107', 'asing')",1
"('indonesia', 'milik')",1
"('milik', 'masyarakat')",1
"('indonesia', 'disamping')",1
"('indonesia', 'dimasukkan')",1
"('ilmuwan', 'profesional')",1
"('sikap', 'positif')",1
"('high', 'mogas')",1
"('mogas', 'componentuntuk')",1
"('componentuntuk', 'menaikkankan')",1
"('menaikkankan', 'oktane')",1
"('88', 'homc')",1
"('hijau', '16')",1
"('indonesia', 'manfaatkanlah')",1
"('penutup', '31')",1
"('memiliki', 'struktur')",1
"('struktur', 'kimia')",1
"('kimia', 'bercabang')",1
"('ring', 'lingkar')",1
"('lingkar', 'berangka')",1
"('berangka', 'oktan')",1
"('tel', 'diganti')",1
"('diganti', 'homc')",1
"('daya', 'bakar')",1
"('instant', 'cepat')",1
"('cepat', 'nilai')",1
"('oktan', 'diatas')",1
"('diatas', '92')",1
"('hasil', 'olah')",1
"('berangka', 'oktane')",1
"('naphtha', 'komponen')",1
"('2002', 'filsafat')",1
"('bahasa', 'komunikasi')",1
"('komunikasi', 'antardaerah')",1
"('kehilangan', 'identitas')",1
"('mengikuti', 'budaya')",1
"('budaya', 'barat')",1
"('barat', 'berbahasa')",1
"('menguasai', 'bahasa')",1
"('tel', 'aditif')",1
"('mengandung', 'lead')",1
"('lead', 'alias')",1
"('alias', 'timbal')",1
"('timbal', 'hitam')",1
"('hentikan', '4')",1
"('mahasiswa', 'graha')",1
"('ilmu', 'yogyakarta')",1
"('cirebon', 'dicky')",1
"('har', '2007')",1
"('2007', 'mengindonesia')",1
"('mengindonesia', 'etnisitas')",1
"('identitas', 'bangsa')",1
"('pt', 'rineka')",1
"('2006', 'mengharuskan')",1
"('mengharuskan', 'tel')",1
"('surahman1', 'endang')",1
"('endang', 'yuda')",1
"('yuda', 'nuryenda2')",1
"('nuryenda2', '12')",1
"('12', 'pgsd')",1
"('ulama', 'cirebon')",1
"('39', 'jikap')",1
"('license', 'efektivitas')",1
"('31', 'simpulan')",1
"('26213338', '108')",1
"('108', 'salah')",1
"('32', 'saran')",1
"('belajarlah', 'berkomunikasi')",1
"('berkomunikasi', 'dirumah')",1
"('pemersatu', 'bahasa')",1
"('dicky', 'surahman1')",1
"('abstrak', 'salah')",1
"('kegiatan', 'wajib')",1
"('wajib', 'rutin')",1
"('zonasi', 'jalur')",1
"('prestasi', 'jalur')",1
"('perpindahan', 'tugas')",1
"('tugas', 'orang')",1
"('orang', 'tuawali')",1
"('diharapkan', 'menghilangkan')",1
"('menghilangkan', 'sekolah')",1
"('dilabeli', 'sekolah')",1
"('cirebon', 'jawa')",1
"('indonesia', 'emil')",1
"('emil', '1surachmandickygmailcom')",1
"('1surachmandickygmailcom', '2endangyudagmailcom')",1
"('2endangyudagmailcom', 'abstrak')",1
"('favorit', 'tujuan')",1
"('menganalisis', 'efektivitas')",1
"('efektivitas', 'ppdb')",1
"('cirebon', 'penelitian')",1
"('kualitatif', 'subyek')",1
"('rutin', 'tahunan')",1
"('menerima', 'siswa')",1
"('ppdb', 'diharapkan')",1
"('2009', 'hlm')",1
"('hlm', '35')",1
"('35', 'tilaar')",1
"('tilaar', 'har')",1
"('komparatif', 'hasil')",1
"('penelitian', 'menujukan')",1
"('menujukan', 'efektifitas')",1
"('efektifitas', 'penerimaan')",1
"('premium', 'premium')",1
"('naphtha', 'salah')",1
"('produk', 'destilasi')",1
"('angka', 'moktan')",1
"('moktan', 'motor')",1
"('6', 'sistem')",1
"('jejang', 'sma')",1
"('terpenuhinya', '8')",1
"('terang', '4')",1
"('bumi', 'tel')",1
"('tel', 'sejenis')",1
"('sejenis', 'aditif')",1
"('ron', '88namun')",1
"('88namun', 'isu')",1
"('dilaporkan', 'hak')",1
"('area', '253')",1
"('informasi', 'relevan')",1
"('relevan', '4')",1
"('informasi', 'bermanfaat')",1
"('bermanfaat', '5')",1
"('5', 'sistem')",1
"('ppm', '10')",1
"('2', 'dibanderol')",1
"('memiliki', 'warna')",1
"('tuawali', 'abstract')",1
"('diandalkan', '7')",1
"('7', 'sistem')",1
"('informasi', 'akurat')",1
"('8', 'sistem')",1
"('kunci', 'efektifitas')",1
"('efektifitas', 'ppdb')",1
"('ppdb', 'jalur')",1
"('annual', 'compulsory')",1
"('compulsory', 'activities')",1
"('activities', 'carried')",1
"('out', 'by')",1
"('by', 'every')",1
"('every', 'school')",1
"('comparative', 'descriptive')",1
"('technique', 'the')",1
"('to', 'accept')",1
"('accept', 'new')",1
"('students', 'namely')",1
"('the', 'new')",1
"('new', 'student')",1
"('student', 'admission')",1
"('admission', 'ppdb')",1
"('abstract', 'one')",1
"('ppdb', 'in')",1
"('in', 'implementing')",1
"('implementing', 'ppdb')",1
"('ppdb', 'it')",1
"('to', 'eliminate')",1
"('eliminate', 'schools')",1
"('schools', 'labeled')",1
"('labeled', 'as')",1
"('8', 'diemensi')",1
"('ketersediaan', 'sistem')",1
"('informasi', 'mudah')",1
"('dipahami', '3')",1
"('as', 'favorite')",1
"('favorite', 'schools')",1
"('analyze', 'the')",1
"('of', 'ppdb')",1
"('system', 'and')",1
"('3', 'relevant')",1
"('relevant', 'information')",1
"('system', '4')",1
"('4', 'useful')",1
"('useful', 'information')",1
"('systems', '5')",1
"('5', 'timely')",1
"('used', 'a')",1
"('subjects', 'were')",1
"('system', '6')",1
"('6', 'reliable')",1
"('reliable', 'information')",1
"('systems', '7')",1
"('7', 'accurate')",1
"('accurate', 'information')",1
"('class', 'x')",1
"('x', 'students')",1
"('of', 'cirebon')",1
"('school', 'taken')",1
"('by', 'professional')",1
"('professional', 'sampling')",1
"('school', 'this')",1
"('study', 'used')",1
"('the', 'admission')",1
"('admission', 'of')",1
"('students', 'ppdb')",1
"('school', 'which')",1
"('sampling', 'with')",1
"('of', '176')",1
"('176', 'students')",1
"('students', 'while')",1
"('satunya', 'kementrian')",1
"('kementrian', 'pendidikan')",1
"('zoning', 'path')",1
"('path', 'achievement')",1
"('achievement', 'path')",1
"('path', 'parentguardian')",1
"('parentguardian', 'assignment')",1
"('assignment', 'path')",1
"('merubah', 'sistem')",1
"('sistem', 'penerimaan')",1
"('penerimaan', 'siswa')",1
"('dijenjang', 'sd')",1
"('40', 'pendahuluan')",1
"('pendahuluan', 'pelaksanaan')",1
"('mengevaluasi', 'kegiatan')",1
"('sempurna', 'salah')",1
"('very', 'effective')",1
"('effective', 'or')",1
"('or', 'has')",1
"('has', 'fulfilled')",1
"('fulfilled', '8')",1
"('8', 'dimensions')",1
"('dimensions', 'including')",1
"('kebudayaan', 'republik')",1
"('timely', 'information')",1
"('including', '1')",1
"('1', 'availability')",1
"('systems', '2')",1
"('2', 'the')",1
"('is', 'easy')",1
"('understand', '3')",1
"('is', 'very')",1
"('45', 'ketm')",1
"('gubernur', 'nomor')",1
"('barat', 'peraturan')",1
"('acuan', 'pelaksanaan')",1
"('panitia', 'penyelenggara')",1
"('penyelenggara', 'ppdb')",1
"('bertambah', 'halus')",1
"('komposisi', 'bahannya')",1
"('2', 'jalur')",1
"('tahapan', 'penyelenggaraan')",1
"('penyelenggaraan', 'ppdb')",1
"('2019', 'jalur')",1
"('kouta', 'ppdb')",1
"('ppdb', 'dibagi')",1
"('1', 'jalur')",1
"('zonasi', '90')",1
"('ppdb', 'zoning')",1
"('ketm', '20')",1
"('20', 'pmg')",1
"('abk', '5')",1
"('5', 'zona')",1
"('zona', 'akademik')",1
"('akademik', '30')",1
"('30', '2')",1
"('path', 'jikap')",1
"('kependidikan', '40')",1
"('8', 'information')",1
"('systems', 'must')",1
"('be', 'consistent')",1
"('consistent', 'keywords')",1
"('keywords', 'effectiveness')",1
"('effectiveness', 'ppdb')",1
"('500', 'ppm')",1
"('melaksanakan', 'ketentuan')",1
"('resmi', 'menggantikan')",1
"('menggantikan', 'permendikbud')",1
"('nomor', '14')",1
"('perkembangan', 'kebutuhan')",1
"('kebutuhan', 'layanan')",1
"('layanan', 'pendidikan')",1
"('1235', 'o2')",1
"('n2', '790')",1
"('790', 'co2')",1
"('co2', '890')",1
"('sulfur', 'maksimal')",1
"('maksimal', '005')",1
"('005', 'persen')",1
"('persen', 'mm')",1
"('45695', 'n2')",1
"('n2', 'spesifikasi')",1
"('pertalite', 'tabel')",1
"('pertalite', 'no')",1
"('10', 'c7h16')",1
"('c7h16', '90')",1
"('90', 'c8h18')",1
"('c8h18', '1235')",1
"('ron', '6570')",1
"('dicampurkan', 'homc')",1
"('high', 'octane')",1
"('octane', 'hak')",1
"('area', 'mogas')",1
"('mogas', 'component')",1
"('890', 'h2o')",1
"('h2o', '45695')",1
"('3', 'perpindahan')",1
"('tua', '5')",1
"('zona', 'dianataranya')",1
"('harjamukti', 'lemahwungkuk')",1
"('lemahwungkuk', 'kesambi')",1
"('kesambi', 'mundu')",1
"('mundu', 'astanajapura')",1
"('astanajapura', 'lemahabang')",1
"('1', 'zona')",1
"('zona', 'a')",1
"('a', 'sman')",1
"('1', 'cirebon')",1
"('sman', '2')",1
"('prestasi', 'nhun')",1
"('non', 'nhun')",1
"('25', '3')",1
"('2', 'zona')",1
"('2', 'cirebon')",1
"('sman', '6')",1
"('6', 'cirebon')",1
"('kecamatan', 'kejaksaan')",1
"('kejaksaan', 'pekalipan')",1
"('pekalipan', 'kesambi')",1
"('dianataranya', '1')",1
"('peraturan', 'gubernur')",1
"('kesambi', 'kedawung')",1
"('tani', 'plered')",1
"('plered', 'weru')",1
"('weru', 'gunung')",1
"('gunung', 'jati')",1
"('jati', 'suranenggala')",1
"('suranenggala', '2')",1
"('5', 'cirebon')",1
"('sman', '7')",1
"('7', 'cirebon')",1
"('a', 'ketersediaan')",1
"('zonasi', 'tabel')",1
"('1', 'respon')",1
"('1989', 'kumorotomo')",1
"('kumorotomo', 'subando')",1
"('tani', 'weru')",1
"('weru', 'zona')",1
"('zona', 'c')",1
"('zona', 'b')",1
"('b', 'sman')",1
"('sman', '4')",1
"('4', 'cirebon')",1
"('sman', '5')",1
"('sman', '9')",1
"('9', 'cirebon')",1
"('kecamatan', 'harjamukti')",1
"('kecamatan', 'kesambi')",1
"('kesambi', 'harjamukti')",1
"('harjamukti', 'talun')",1
"('talun', 'sumberkedawung')",1
"('sumberkedawung', 'plered')",1
"('sensitif', 'permasalahan')",1
"('permasalahan', 'seputar')",1
"('seputar', 'zonasi')",1
"('c', 'sman')",1
"('sman', '3')",1
"('3', 'cirebon')",1
"('sman', '8')",1
"('8', 'cirebon')",1
"('ketimbang', 'premium')",1
"('halus', 'bersih')",1
"('iritkeunggulan', 'pertalite')",1
"('tarikan', 'mesin')",1
"('ringanzat', 'adiktif')",1
"('pertamaxpertalite', 'berwarna')",1
"('hijau', 'terang')",1
"('dampak', 'pencampuran')",1
"('kompresi', '91101')",1
"('bahan', 'premium')",1
"('pertamax', 'jannah')",1
"('jannah', '2015')",1
"('keunggulan', 'pertalite')",1
"('pertalite', 'versi')",1
"('versi', 'pertamina')",1
"('bersih', 'ketimbang')",1
"('efektifitas', 'pelaksanaan')",1
"('ppdb', 'sma')",1
"('pembahasan', 'penelitian')",1
"('8', 'delapan')",1
"('88sehingga', 'sesuai')",1
"('keunggulan', 'dibandingkan')",1
"('pertalite', 'direkomendasikan')",1
"('direkomendasikan', 'untukkendaraan')",1
"('subando', '2004')",1
"('2004', '1112')",1
"('1112', '1')",1
"('1', 'dimensi')",1
"('dimensi', 'ketersediaan')",1
"('ketersediaan', 'dimensi')",1
"('triangulasi', 'gabungan')",1
"('generelasi', 'subyek')",1
"('kendaraan', 'avanza')",1
"('liter', 'pertalite')",1
"('menempuh', 'jarak')",1
"('jarak', '1478')",1
"('1478', 'km')",1
"('melaju', '1393')",1
"('1393', 'km')",1
"('pertalite', 'komposisi')",1
"('12', 'total')",1
"('ron', '88')",1
"('88', 'menururt')",1
"('menururt', 'menteri')",1
"('menteri', 'energi')",1
"('daya', 'mineral')",1
"('mineral', 'esdm')",1
"('esdm', 'sudirman')",1
"('ppdb', 'metode')",1
"('kualitatif', 'perhitungan')",1
"('perhitungan', 'persentase')",1
"('2013', '35')",1
"('35', 'metode')",1
"('4', '21')",1
"('21', '84')",1
"('84', '12')",1
"('component', 'homc')",1
"('pertamax', 'percampuran')",1
"('percampuran', 'homc')",1
"('ron', '9295')",1
"('ecosave', 'zat')",1
"('meningkatkan', 'ron')",1
"('parker', '1989')",1
"('ppdb', 'tahuntahun')",1
"('table', '21jenis')",1
"('pertalite', 'diuji')",1
"('diuji', 'coba')",1
"('101', 'spbu')",1
"('spbu', 'yanng')",1
"('yanng', 'tersebar')",1
"('jakarta', 'bandung')",1
"('minyak', 'diluncurkan')",1
"('jalur', 'afirmasi')",1
"('afirmasi', 'tabel')",1
"('2', 'pertalite')",1
"('industri', 'otomotif')",1
"('memproduksi', 'motor')",1
"('sesuai', 'philip')",1
"('2002', '2627')",1
"('2627', 'table')",1
"('ron', '88sehingga')",1
"('113', '339')",1
"('339', '64')",1
"('9', '9')",1
"('2', '11')",1
"('11', '22')",1
"('3', '113')",1
"('b', 'ketersediaan')",1
"('kendaraan', 'multi')",1
"('multi', 'purpose')",1
"('purpose', 'vehicle')",1
"('vehicle', 'ukuran')",1
"('ukuran', 'menengah')",1
"('menengah', 'hasil')",1
"('pengubah', 'katalitik')",1
"('teknologi', 'terkini')",1
"('e', 'ketersediaan')",1
"('layanan', 'infromasi')",1
"('infromasi', 'ppdb')",1
"('414', '78')",1
"('78', '4')",1
"('14', '56')",1
"('56', '8')",1
"('176', '515')",1
"('360', '68')",1
"('c', 'ketersediaan')",1
"('prestasi', 'tabel')",1
"('3', 'respon')",1
"('5', '11')",1
"('setuju', '113')",1
"('138', 'responden')",1
"('setuju', '14')",1
"('pertalite', 'dihasilkan')",1
"('2', 'respon')",1
"('512', 'vol')",1
"('2021', '41')",1
"('176', '533')",1
"('533', 'tabel')",1
"('3', '120')",1
"('120', '360')",1
"('diluncurkan', 'tanggal')",1
"('24', 'juli')",1
"('juli', '2015')",1
"('sudirman', 'said')",1
"('said', 'pertalite')",1
"('jenis', 'kendaraan')",1
"('kendaraan', 'pertalite')",1
"('90', 'pertalite')",1
"('pertalite', 'pertalite')",1
"('minyak', 'bbm')",1
"('bbm', 'jenis')",1
"('21jenis', 'bbm')",1
"('oktannya', 'no')",1
"('no', 'jenis')",1
"('jenis', 'angka')",1
"('oktan', '1')",1
"('memiliki', 'kualitas')",1
"('memiliki', 'kadar')",1
"('kadar', 'research')",1
"('research', 'oktan')",1
"('number', 'ron')",1
"('pertalite', '90')",1
"('92', 'hak')",1
"('area', '252')",1
"('rahardjo', '2001')",1
"('2001', '97')",1
"('97', 'angka')",1
"('kualitas', 'bensin')",1
"('nilai', 'ketahanan')",1
"('penyalaan', 'disaat')",1
"('disaat', 'langkah')",1
"('diproduksi', 'pertamina')",1
"('515', 'tabel')",1
"('setuju', '138')",1
"('tua', 'tabel')",1
"('4', 'respon')",1
"('21', '42')",1
"('42', '12')",1
"('3', '138')",1
"('torak', 'mendekatititik')",1
"('3', '103')",1
"('103', '309')",1
