document_name,sentence_number,preprocessed_tokens
Keberagaman Jenjang Kelas .pdf,15,the subjects of this study were the teaching staff and students of the sekolah indonesia den haag sidh elementary school with a total of nine regular level students
Keberagaman Jenjang Kelas .pdf,16,combining class levels is a step to improve student learning outcomes and activities by looking at the limitations of class fitness teaching staff and students
Keberagaman Jenjang Kelas .pdf,17,finally the authors conclude that based on the above discussion jikap pgsd jurnal ilmiah ilmu kependidikan 162 there has been a success
Keberagaman Jenjang Kelas .pdf,18,in other words combining class levels in the grouping of small sd and large sd can improve the results and activities of students in classrooms with limited class space
Keberagaman Jenjang Kelas .pdf,19,keyword class level diversit learning outcomes and activities sidh pendahuluan saat ini perkembangan diberbagai bidang sangatlah cepat sehingga harus bisa mengikuti perkembangan zaman salah satunya pendidikan
Keberagaman Jenjang Kelas .pdf,20,karena pendidikan akan member efek pada manusia yang terampil dalam mengikuti perkembangan zaman damayanti 2020
Keberagaman Jenjang Kelas .pdf,21,perkembangan ilmu pengetahuan dan teknologi hingga saat ini telah memberikan kontribusi dalam perubahan dan pembaruan pada berbagai aspek kehidupan manusia salah satunya yaitu pendidikan yang merupakan proses aktivitas untuk memanusiakan manusiaitu sendiri
Keberagaman Jenjang Kelas .pdf,22,dalam rangka peningkatan kompetensi guru maka berbagai upaya dilakukan yaitu perbaikan kurikulum perbaikan sarana dan prasarana dan pemerataan akses pendidikan ke seluruh plosok wilayah indonesia sultan irawan 2020
Keberagaman Jenjang Kelas .pdf,23,sekolah indonesia den haag sidh belanda merupakan salah satu bagian dari sekolah indonesia luar negeri siln yang disediakan pemerintah indonesia kepada warga negara indonesia yang berdomisili dan bekerja di luar negeri
Keberagaman Jenjang Kelas .pdf,24,sekolah indonesia den haag sidh belanda diselenggarakan dalam rangka memberikan akses dan pelayanan pendidikan yang bermutu kompetitif relevan dan berstandar internasional dengan tetap berkepribadian dan berbudaya indonesia
Keberagaman Jenjang Kelas .pdf,25,adapun proses pembelajaran yang dilakukan di sekolah indonesia den haag sidh ini terbagi menjadi dua program yakni reguler tatap muka dan pembelajaran jarak jauh pjj dengan tetap mengikuti kurikulum dan kalander akademik yang ada di indonesia nataliani narasumber kkl internasional 2020
Keberagaman Jenjang Kelas .pdf,26,pada program reguler peserta didik dapat melaksanakan proses pembelajaran secara tatap muka kepada guru dengan datang tepat waktu ke sekolah
Keberagaman Jenjang Kelas .pdf,27,setiap tahunnya perkembangan jumlah peserta didik mengalami perkembangan yang signifikan meskipun belum begitu banyak tentunya dalam hal ini peserta didik yang bermukim di negara belanda tetap mendapatkan pendidikan seperti di indonesia
Keberagaman Jenjang Kelas .pdf,28,manusia tidak bisa lepas dari pendidikan yang merupakan salah satu sektor penting dalam pembangunan di setiap negara
Keberagaman Jenjang Kelas .pdf,29,menurut undangundang no
Keberagaman Jenjang Kelas .pdf,30,20 tahun 2003 tentang sisdiknas dalam pasal 1 disebutkan bahwa pendidikan adalah suatu usaha sadar serta terencana untuk mewujudkan suasana belajar dan proses pembelajaran agar peserta didik secara aktif mengembangkan potensi dirinya rini 2013
Keberagaman Jenjang Kelas .pdf,31,dalam hal ini pada dasarnya adanya pendidikan bertujuan untuk mencerdaskan kehidupan bangsa dan mengembangkan manusia seutuhnya sebagaimana juga dijelaskan pada uu nomor 2 tahun 1986 telah disebutkan tujuan pendidikan nasional yakni mencerdaskan kehidupan bangsa dan mengembangkan manusia indonesia seutuhnya yaitu manusia yang beriman dan bertakwa terhadap tuhan yang maha esa dan berbudi pekerti luhur memiliki pengetahuan dan keterampilan kesehatan jasmani dan rohani kepribadian yang mantap dan mandiri serta rasa tanggung jawab kemasyarakatan dan kebangsaan satriani 2020
Keberagaman Jenjang Kelas .pdf,32,untuk mencapai pendidikan tersebut dengan meningkatkan hasil dan aktivitas belajar peserta didik pada saat kegiatan belajar mengajar berlangsung
Keberagaman Jenjang Kelas .pdf,33,hasil belajar merupakan kemampuan yang dimiliki oleh siswa apabila sudah memperoleh pengalaman dari belajar sudjana 2012
Keberagaman Jenjang Kelas .pdf,34,salah satu lingkungan belajar yang mendominasi dalam hal ini dapat dipengaruhi beberapa macam hal diantaranya kualitas pengajaran yaitu aktivitas belajar serta efisiensi sarana dan prasarana yang menunjang dengan baik dan layak digunakan oleh peserta didik muh
Keberagaman Jenjang Kelas .pdf,35,anis 2020
Keberagaman Jenjang Kelas .pdf,36,dalam hal ini sekolah indonesia den haag sidh seharusnya juga memiliki standar dalam hal sarana dan vol5
Keberagaman Jenjang Kelas .pdf,37,no1
Keberagaman Jenjang Kelas .pdf,38,tahun 2021 163 prasarana sesuai dengan peraturan di indonesia
Keberagaman Jenjang Kelas .pdf,39,kriteria umum standar sarana prasarana snp di indonesia terdiri atas delapan standar pendidikan
Keberagaman Jenjang Kelas .pdf,40,salah satu standar tersebut adalah sarana dan prasarana
Keberagaman Jenjang Kelas .pdf,41,standar sarana dan prasarana ditetapkan dalam peraturan menteri pendidikan nasional republik indonesia nomor 24 tahun 2007 tentang standar sarana dan prasarana untuk sekolah dasarmadrasah ibtidaiyah sdmi sekolah menengah pertama madrasah tsanawiyah smpmts dan sekolah menengah atasmadrasah aliyah smama peraturan menteri pendidikan nasional 2007
Keberagaman Jenjang Kelas .pdf,42,standar sarana dan prasarana adalah standar nasional pendidikan yang berkaitan dengan kriteria minimal tentang ruang belajar tempat olahraga tempat ibadah perpustakaan laboratorium bengkel kerja tempat bermain tempat berkreasi dan berekreasi serta sumber belajar lain yang diperlukan untuk menunjang proses pembelajaran termasuk penggunaan teknologi informasi dan komunikasi relisa 2016
Keberagaman Jenjang Kelas .pdf,43,persoalannya sekarang adalah jumlah dari peserta didik yang sangat sedikit yaitu 163 orang dengan total peserta didik sekolah dasar sebanyak sembilan orang pada program reguler dengan proses pembelajaran dibagi menjadi dua kelompok yakni sd kecil dan sd besar yang dilakukan di dalam satu ruangan namun ada beberapa tingkatan kelas
Keberagaman Jenjang Kelas .pdf,44,penggabungan jenjang kelas pada setiap kelompok sd program reguler dalam satu ruangan dalam hal ini tidak sesuai dengan standarisasi sarana dan prasarana yang ditetapkan oleh peraturan di indonesia
Keberagaman Jenjang Kelas .pdf,45,sehingga masih menjadi tugas bagi pemerintah di indonesia dalam memperhatikan kondisi sarana dan prasarana baik di sekolah indonesia den haag sidh belanda maupun di sekolah indonesia luar negeri siln lainnya
Keberagaman Jenjang Kelas .pdf,46,selain dari standarisasi sarana dan prasarana unsur guru juga mempengaruhi hasil dan aktivitas belajar peserta didik
Keberagaman Jenjang Kelas .pdf,47,tenaga pendidik yang masih sedikit mengakibatkan sekolah indonesia den haag sidh mencari trobosantrobosan baru untuk meningkatkan keberhasilan proses belajar peserta didik dalam setiap jenjang kelasnya juga menjadi salah satu faktor pada saat proses pembelajaran berlangsung tanpa harus teralihkan pada peserta didik lainnya yang berbeda jenjang kelasnya
Keberagaman Jenjang Kelas .pdf,48,dalam hal ini menurut seorang ahli manajemen penggabungan sekolah diperlukan karena tidak efisiensinya manajemen sekolah seperti rasio guru dengan siswa kurang beban kerja guru kurang dan masalah distribusi guru yang tidak merata
Keberagaman Jenjang Kelas .pdf,49,penggabungan sekolah perlu didukung dengan kebijakan pemerintah daerah untuk mengatasi masalah pendidikan terutama terkait efektivitas belajar mengajar muhdi 2020
Keberagaman Jenjang Kelas .pdf,50,dengan demikian hal ini merupakan sebuah tantangan yang harus dihadapi seorang guru setiap harinya pada saat kegiatan belajar mengajar berlangsung dan tantangan bagi perkembangan kurikulum
Keberagaman Jenjang Kelas .pdf,51,berdasarkan uraian di atas maka rumusan masalah dalam penelitian ini adalah bagaimana cara meningkatkan hasil dan aktivitas belajar peserta didik dengan keterbatasan sarana dan prasarana melalui penggabungan jenjang kelas yang terbagi dalam kelompok sd kecil dan sd besar di sekolah indonesia den haag sidh belanda
Keberagaman Jenjang Kelas .pdf,52,adapun tujuan dari penelitian ini adalah untuk mengetahui langkah yang dilakukan oleh sidh dalam meningkatkan efisiensi tempat hasil dan aktivitas belajar siswa dengan keterbatasan yang dimiliki oleh sekolah indonesia den haag sidh belanda
Keberagaman Jenjang Kelas .pdf,53,metode penelitian penelitian ini menggunakan metode deskriptif kualitatif dengan menekankan pada pengumpulan fakta dan data yang dipaparkan pada saat pelaksanaan kuliah kerja lapangan kkl virtual oleh tenaga pendidik sekolah indonesia den haag sidh belanda dengan menampilkan keadaan proses pembelajaran melaui aplikasi zoom
Keberagaman Jenjang Kelas .pdf,54,metode kualitatif dapat memudahkan peniliti untuk medeskripsikan keberagaman jenjang sekolah dasar pada sd kecil dan sd besar program reguler dengan tetap meningkatkan hasil dan aktivitas belajar peserta didik
Keberagaman Jenjang Kelas .pdf,55,penelitian ini dilaksanakan secara virtual melalui aplikasi zoom di sekolah indonesia den haag sidh belanda pada jenjang sekolah dasar sd hari rabu 19 agustus 2020 semester gasal jikap pgsd jurnal ilmiah ilmu kependidikan 164 tahun pelajaran 20202021
Keberagaman Jenjang Kelas .pdf,56,jumlah peserta didik tingkat dasar di sekolah indonesia den haag sidh belanda data terakhir pada bulan juli sebanyak 9 orang reguler dan 87 orang dengan pembelajaran jarak jauh pjj
Keberagaman Jenjang Kelas .pdf,57,pengambilan data dilakukan pada bulan agustus hingga september 2020
Keberagaman Jenjang Kelas .pdf,58,subjek penelitian ini adalah tenaga pendidik dan seluruh peserta didik sd sekolah indonesia den haag sidh yang berjumlah sembilan orang program reguler
Keberagaman Jenjang Kelas .pdf,59,hasil dan pembahasan pelaksanaan pembelajaran di sekolah indonesia den haag sidh belanda sudah dapat dikatakan efektif dan sesuai dengan proses pembelajaran yang ada di indonesia
Keberagaman Jenjang Kelas .pdf,60,namun dalam hal ini yang harus diperhatikan adalah kondisi sarana dan prasaran yang memprihatinkan dengan segala keterbatasan fasilitas terutama ruang kelas laboratorium perpustakaan dan sebagainya
Keberagaman Jenjang Kelas .pdf,61,ruang kelas merupakan komponen cukup penting dalam kegiatan belajar mengajar guna meningkatkan keaktifan masingmasing peserta didik
Keberagaman Jenjang Kelas .pdf,62,pada kenyatannya sekolah indonesia den haag sidh belanda pada saat kegiatan proses pembelajaran berlangsung peserta didik dihadapkan dengan keterbatasan ruang kelas di setiap jenjang kelasnya yang akhirnya dapat menghambat keberhasilan hasil dan aktivitas dalam kegiatan belajar mengajar setiap peserta didik
Keberagaman Jenjang Kelas .pdf,63,dalam hal ini guru dan peserta didik dapat menunjang proses belajar mengajar meskipun disesuaikan dengan ruang kelas
Keberagaman Jenjang Kelas .pdf,64,namun ketiga hal tersebut tidak terpenuhi dengan baik yang sesuai standarisasi di indonesia
Keberagaman Jenjang Kelas .pdf,65,keterbatasan fasilitas sekolah indonesia den haag sidh belanda sendiri dikarenakan ada di bawah naungan kbri belanda dan menteri luar negeri
Keberagaman Jenjang Kelas .pdf,66,sehingga pengadaan fasilitas untuk menunjang kegiatan belajar mengajar menjadi terkendala selain itu juga dari segi peserta didik yang sekolah di sekolah indonesia den haag sidh belanda cukup sedikit untuk program reguler sehingga ketika jumlah peserta didik sedikit akan juga mempengaruhi jumlah guru yang mengajar
Keberagaman Jenjang Kelas .pdf,67,guru dalam proses kegiatan belajar mengajar harus bisa memaksimalkan sikap profesional dalam mengajar
Keberagaman Jenjang Kelas .pdf,68,untuk itu peran guru dalam pembelajaran sangat penting karena guru sebagai fasilitator dan motivator dalam proses belajar sehingga dapat meningkatkan hasil dan aktivitas belajar peserta didik
Keberagaman Jenjang Kelas .pdf,69,sehingga untuk mengatasi permasalahan fasilitas proses belajar dan juga guru dilakukan penggabungan jenjang kelas dengan membentuk kelompok sd kecil dan sd besar dengan satu guru dalam satu kelompok kelas
Keberagaman Jenjang Kelas .pdf,70,hal itu dapat menjadi efisien dari segi tempat waktu tenaga pendidik dan proses pembelajaran tanpa mengabaikan kelas lain
Keberagaman Jenjang Kelas .pdf,71,dengan mengajar pada kelas satu lanjut ke kelas dua dan seterusnya pada golongan sd kecil tanpa menutup ruang untuk memberi kesempatan siswa untuk bertanya dan beraktivitas belajar
Keberagaman Jenjang Kelas .pdf,72,tenaga pendidik dalam hal ini sangat penting mengingat bagaimana seorang guru mampu berkomunikasi dengan efektif kepada peserta didik yang selalu bertanyabertanya mengenai materi pembelajaran berhubungan yang mereka pelajari pada saat di kelas dengan kondisi berbeda setiap jenjang kelasnya
Keberagaman Jenjang Kelas .pdf,73,selain itu bagaimana seorang guru mampu mengatasi permasalahan peserta didik yang memiliki sikap cemburu akibat berbedanya metode yang diterapkan guru antar peserta didik satu dengan yang lainnya meskipun dalam jenjang kelas yang berbeda sehingga hasil belajar menjadi maksimal
Keberagaman Jenjang Kelas .pdf,74,berdasarkan hasil penggabungan jenjang kelas dengan membentuk kelompok sd kecil dan sd besar dapat dikatakan efektif efisien dan maksimal
Keberagaman Jenjang Kelas .pdf,75,hal ini dapat dilihat ketika dalam proses kegiatan belajar berlangsung dengan satu sampai dua tenaga pendidik dalam satu kelas yang meliputi berbagai macam jenjang kelas sesuai dengan pengelompokkan sekolah dasar terlihat sangat antusias dengan menciptakan suasana belajar yang menyenangkan dan tidak terbebani meskipun mempunyai tanggung jawab mengajar kelas yang heterogen
Keberagaman Jenjang Kelas .pdf,76,ruang kelas merupakan mikrokosmos atau dunia kecil yang merefleksikan populasi yang lebih besar
Keberagaman Jenjang Kelas .pdf,77,ruang kelas berisi para siswa yang saling berbeda berkenaan dengan golongan sosioekonomi gaya belajar latar belakang keluarga agama orientasi seksual bahkan vol5
Keberagaman Jenjang Kelas .pdf,78,no1
Keberagaman Jenjang Kelas .pdf,79,tahun 2021 165 umur purnamasari 2017
Keberagaman Jenjang Kelas .pdf,80,jadi dalam hal ini penggabungan jenjang kelas dengan membentuk kelompok sd kecil dan sd besar bukanlah menjadi permasalahan jika pendidik dapat mengarahkan peserta didik belajar secara efisien
Keberagaman Jenjang Kelas .pdf,81,keberagaman jenjang kelas di dalam satu ruang kelas telah memenuhi proses kegiatan belajar mengajar sesuai dengan yang telah direncanakan sehingga pada saat proses pembelajaran berlangsung dapat berjalan dengan baik meskipun terdapat berbagai macam jenjang kelas di dalam satu ruangan
Keberagaman Jenjang Kelas .pdf,82,aktivitas dan hasil belajar peserta didik meski dengan keberagaman jenjang kelas tidak menjadi permasalahan dalam hal ini
Keberagaman Jenjang Kelas .pdf,83,karena jika pendidik dapat memanfaatkan waktu dengan baik maka hasil belajar peserta didik dapat maksimal dan sesuai apa yang diharapkan
Keberagaman Jenjang Kelas .pdf,84,hasil belajar yang dimakasud dalam hal ini ialah tingkat keberhasilan peserta didik berdasarkan pengalaman yang telah diperoleh setelah dilakukannya evaluasi yang berupa tes sehingga menyebabkan terjadinya perubahan yang meliputi remember mengingat understand memahami apply menerapkan analyze menganalisis evaluate mengevaluasi dan create mencipta surjono 2013
Keberagaman Jenjang Kelas .pdf,85,oleh karena itu hasil belajar peserta didik di sekolah indonesia den haag sidh belanda sudah tidak diragukan lagi karena tenaga pendidik di sekolah tersebut sangat merencanakan dengan baik
Keberagaman Jenjang Kelas .pdf,86,hasil belajar peserta didik dalam hal ini dapat dikatakan maksimal jika dilihat dari lulusan dari sekolah indonesia den haag sidh belanda
Keberagaman Jenjang Kelas .pdf,87,bukan hanya lulusan sembarangan semata namun peserta didik yang telah lulus dari sekolah indonesia den haag sidh belanda juga dapat melanjutkan pendidikan ke perguruan tinggi bergengsi di seluruh dunia terbukti dengan prestasi yang telah di raih oleh peserta didik sidh di tahun 20162020 untuk dapat melanjutkan pendidikannya di universitas terbaik dari seluruh belahan dunia diantaranya yaitu 1
Keberagaman Jenjang Kelas .pdf,88,25 lulusan sekolah indonesia den haag sidh belanda melanjutkan kuliah di perguruan tinggi dalam negeri universitas indonesia universitas gajah mada universitas padjadjaran institut teknologi bandung universitas diponegoro universitas jenderal sudirman universitas airlangga universitas brawijaya institut teknologi sepuluh november dan universitas pendidikan indonesia
Keberagaman Jenjang Kelas .pdf,89,2
Keberagaman Jenjang Kelas .pdf,90,16 lulusan melanjutkan ke luar negeri rijks universiteit groningen erasmus universiteit rotterdam universiteit leiden vrije universiteit amsterdam universiti malaisya terengganu haagse hogeschool hogeschool leiden hogeschool rotterdam foontys hogeschool grenoble greduate school of business and bussines school madrid nataliani narasumber kkl internasional 2020
Keberagaman Jenjang Kelas .pdf,91,simpulan dan saran berdasarkan hasil penelitian yang telah dilakukan di sekolah indonesia den haag sidh belanda tingkat sekolah dasar tahun pelajaran 20202021 dapat disimpulkan bahwa penggabungan jenjang kelas menjadi kelompok sd kecil dan sd besar dapat digunakan sebagai langkah untuk meningkatkan keefisiensi tempat jumlah tenaga pendidik hasil dan aktivitas belajar peserta didik yang dilakukan oleh sekolah indonesia den haag sidh belanda melihat terbatasnya sarana dan prasarana ruang kelas
Keberagaman Jenjang Kelas .pdf,92,adapun beberapa saran yang dianggap penting yakni 1 bagi peneliti yaitu dapat menjadi rujukan bagi peneliti berikutnya 2 sarana dan prasarana dalam proses pembelajaran merupakan penunjang keberhasilan sehingga pemerintah indonesia memperhatikan hal tersebut
Keberagaman Jenjang Kelas .pdf,93,daftar rujukan damayanti rd
Keberagaman Jenjang Kelas .pdf,94,2020
Keberagaman Jenjang Kelas .pdf,95,penerapan brain gym terhadap hasil belajar peserta didik pada mata pelajaran ips kelas v sd
Keberagaman Jenjang Kelas .pdf,96,jikap pgsd jurnal ilmiah ilmu kependidikan 304
Keberagaman Jenjang Kelas .pdf,97,muh
Keberagaman Jenjang Kelas .pdf,98,anis n 2020
Keberagaman Jenjang Kelas .pdf,99,penerapan model pembelajaran kooperatif tipe think pair and share tps untuk meningkatkan hasil belajar ips jikap pgsd jurnal ilmiah ilmu kependidikan 166 siswa kelas v jikap pgsd jurnal ilmiah ilmu kependidikan 287
Keberagaman Jenjang Kelas .pdf,100,muhdi d 2020
Keberagaman Jenjang Kelas .pdf,101,penggabungan sekolah dasar negeri di kabupaten kendal menuju pengelolaan pendidikan yang efisien
Keberagaman Jenjang Kelas .pdf,102,jurnal warta lpm 131
Keberagaman Jenjang Kelas .pdf,103,nataliani d 2020
Keberagaman Jenjang Kelas .pdf,104,narasumber kkl internasional
Keberagaman Jenjang Kelas .pdf,105,den haag
Keberagaman Jenjang Kelas .pdf,106,purnamasari i
Keberagaman Jenjang Kelas .pdf,107,2017
Keberagaman Jenjang Kelas .pdf,108,keragaman di ruang kelas telaah kritis wujud dan tantangan pendidikan multikultural
Keberagaman Jenjang Kelas .pdf,109,jurnal harmony 133
Keberagaman Jenjang Kelas .pdf,110,relisa
Keberagaman Jenjang Kelas .pdf,111,2016
Keberagaman Jenjang Kelas .pdf,112,kajian prasarana pendidikan sekolah dasar sebagai salah satu indikator pencapaian standar nasional pendidikan
Keberagaman Jenjang Kelas .pdf,113,jurnal pendidikan dan kebudayaan 84
Keberagaman Jenjang Kelas .pdf,114,rini y s 2013
Keberagaman Jenjang Kelas .pdf,115,pendidikan hakekat tujuan dan proses dalam kehidupan manusia
Keberagaman Jenjang Kelas .pdf,116,jurnal pendidikan dan seni uny 02
Keberagaman Jenjang Kelas .pdf,117,satriani
Keberagaman Jenjang Kelas .pdf,118,2020
Keberagaman Jenjang Kelas .pdf,119,penerapan model pembelajaran kooperatif tipe explicit instruction dalam meningkatkan hasil belajar ipa siswa kelas iv sd
Keberagaman Jenjang Kelas .pdf,120,jikap pgsd jurnl ilmiah ilmu kependidikan 324
Keberagaman Jenjang Kelas .pdf,121,sudjana n 2012
Keberagaman Jenjang Kelas .pdf,122,penelitian hasil proses belajar mengajar
Keberagaman Jenjang Kelas .pdf,123,bandung remaja rosda karya
Keberagaman Jenjang Kelas .pdf,124,sultan m a irawan d b
Keberagaman Jenjang Kelas .pdf,125,2020
Keberagaman Jenjang Kelas .pdf,126,pengaruh model pembelajaran kooperatif tipe time token terhadap hasil belajar bahasa indonesia siswa sd
Keberagaman Jenjang Kelas .pdf,127,jikap pgsd jurnal ilmiah ilmu kependidikan 212
Keberagaman Jenjang Kelas .pdf,128,surjono b w 2013
Keberagaman Jenjang Kelas .pdf,129,pengaruh problem based learning terhadap hasil belajar ditinjau dari motivasi belajar plc di smk
Keberagaman Jenjang Kelas .pdf,130,jurnal pendidikan vokasi 183
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,1,53 kesadaran lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat studi pada rt12 rw04 dan rt03 rw07 kelurahan galur achmad afandi amos neolaka rosmawita saleh issn 19074360 kesadaran lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat achmad afandi amos neolaka rosmawita saleh abstrak penelitian ini bertujuan untuk mengetahui sampai sejauh mana tingkat kesadaran lingkungan masyarakat di jakarta pusat dalam pemeliharaan taman lingkungan
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,2,tempat penelitian dilakukan di kelurahan galur pada taman lingkungan rt 012rw 04 dan taman lingkungan rt 03rw 07
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,3,waktu pelaksanaan penelitian dilakukan pada bulan november 2010 sd maret 2011 metode penelitian yang digunakan adalah deskriptif survei
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,4,sampel sebanyak 50 orang responden 50 kk yang terdiri dari 25 orang responden dari rt 012rw 04 dan 25 orang responden dari rt 03rw 07
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,5,instrumen uji coba 20 butir pernyataan diperoleh 16 butir pernyataan yang valid dan reliabel
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,6,hasil penelitian ini diperoleh kesadaran lingkungan masyarakat di jakarta pusat dalam pemeliharaan taman lingkungan
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,7,pada rt 01204 menunjukkan tingkat pengetahuan yang sangat baik dengan persentase 8867 atau kesadaran lingkungan sangat baik pada sikapperilaku dengan persentase 7455 ini menunjukkan kesadaran lingkungan baik sedangkan pada gaya hidup menunjukkan persentase 8233 yang berarti kesadaran lingkungan sangat baik
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,8,sedangkan pada rt 0307 menunjukkan tingkat pengetahuan yang sangat baik dengan persentase 8067 atau kesadaran lingkungan sangat baik
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,9,pada sikapperilaku dengan persentase 6833 ini menunjukkan kesadaran lingkungan cukup sedangkan pada gaya hidup menunjukkan persentase 55 yang berarti kesadaran lingkungan kurang
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,10,kesimpulan dari penelitian ini adalah nilai indikator pengetahuan sikapperilaku dan gaya hidup dalam pemeliharaan taman lingkungan di pada rt 01204 adalah baik
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,11,pada rt 0307 untuk indikator pengetahuan adalah baik sedangkan sikapperilaku dan gaya hidup tidak mencerminkan kesadaran lingkungan sesungguhnya
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,12,kata kunci taman lingkungan achmad afandi alumni jurusan teknik sipil fakultas teknik universitas negeri jakarta 13220 prof dr amos neolaka staff pengajar jurusan teknik sipil fakultas teknik universitas negeri jakarta 13220 dra
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,13,rosmawita saleh mpd staff pengajar jurusan teknik sipil fakultas teknik universitas negeri jakarta 13220 email rosmawitasalehyahoocom 54 jurnal menara jurusan teknik sipil ftunj volume vii no1 januari 2012 pendahuluan wilayah jakarta pusat merupakan salah satu lingkungan hidup yang perlu di tata pola penyebaran tamannya
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,14,penataan taman di jakarta pusat tidak asal jadi tetapi di dalam penyebaran taman mempunyai fungsi dan tujuan yang jelas
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,15,hal ini dimaksudkan untuk mengetahui lokasi luas taman kelengkapan sarana dan prasarana taman sesuai dengan kebutuhan standar kota
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,16,apabila luas taman dan jumlah taman seimbang maka tercipta kota yang asri dan berwawasan lingkungan
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,17,pertumbuhan penduduk di jakarta pusat saat ini mengalami peningkatan yang sangat pesat sehingga kepadatan penduduk sudah tidak sebanding dengan lahan yang tersedia
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,18,menurut data suku dinas kependudukan dan pencatatan sipil kota administrasi penduduk jakarta pusat tahun 2010 berjumlah 923301 jiwa dengan luas wilayah 4790 hektar sedangkan data dinas pertamanan dki jakarta luas ruang terbuka hijau rth sebesar 4175 hektar 87
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,19,kenyataan ini dapat menimbulkan ketidakserasian lingkungan hidup karena areal tanah untuk ruang terbuka sangat sempit
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,20,oleh sebab itu penyebaran ruang terbuka hijau sangat penting untuk di tata agar lebih merata penyebarannya
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,21,sehingga kehidupan masyarakat jakarta pusat akan lebih baik dan sehat
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,22,taman lingkungan merupakan bagian dari ruang terbuka hijau yang dibangun didalam lingkungan permukiman yang dibangun dan dikelola oleh pemerintah sebagai bagian dari ruang terbuka kota biasanya termasuk di dalamnya taman bermain fasilitas olah raga dan lainlain
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,23,manfaat dari penyediaan taman lingkungan adalah menumbuhkan kesegaran kenyamanan keindahan lingkungan menurunkan polusi dan mewujudkan keserasian lingkungan
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,24,pemanfaatan taman lingkungan sangat tergantung pada pemeliharaan dan pengawasan penggunanya
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,25,pemeliharaan taman lingkungan bukan hanya tanggung jawab pemerintah tetapi diperlukan juga peran serta warga sebagai pengguna fasilitas
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,26,pemeliharaan diharapkan dilakukan oleh para penghuni atau masyarakat setempat
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,27,melalui peran serta sedangkan kegiatan pemeliharaan yang perlu diperhatikan meliputi penyiraman pemangkasan pembersihan dan pemeliharaan hortikultural lain seperti penggantian tanaman yang rusak atau mati dan penananam kembali
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,28,pada ruang terbatas perlu perletakan wadah pot tanaman secara baik dan artistik perlunya perbandingan proporsional antara tanaman pelindung dan tanaman perdu semak dan penutup tanah dari unsur peteduh hias dan produktivitasnya
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,29,pembangunan jalan setapak dan unit taman bermain pelengkap pendukung bisa dengan sistem kerjasama antar lingkungan permukiman
